dateff,mktrf,smb,hml,rf,umd
19880729,-0.0125,-0.0021,0.0227,0.0051,0.0063
19880831,-0.0331,0.0004,0.0203,0.0059,0.0033
19880930,0.033,-0.0125,-0.0068,0.0062,0.0024
19881031,0.0115,-0.029,0.0171,0.0061,0.0131
19881130,-0.0229,-0.0174,0.0124,0.0057,0.0042
19881230,0.0149,0.0195,-0.0155,0.0063,0.0042
19890131,0.061,-0.0214,0.0051,0.0055,-0.0014
19890228,-0.0225,0.0276,0.0087,0.0061,0.0094
19890331,0.0157,0.0074,0.0046,0.0067,0.0355
19890428,0.0433,-0.0059,-0.0145,0.0067,0.0169
19890531,0.0335,-0.0004,-0.0082,0.0079,0.0156
19890630,-0.0135,-0.0101,0.0219,0.0071,0.0065
19890731,0.072,-0.0402,-0.0284,0.007,0.0544
19890831,0.0144,0.005,0.0072,0.0074,-0.0014
19890929,-0.0076,0.0028,-0.0134,0.0065,0.034
19891031,-0.0367,-0.033,-0.0103,0.0068,0.0137
19891130,0.0103,-0.0124,-0.0112,0.0069,0.0258
19891229,0.0116,-0.0241,0.0028,0.0061,0.0281
19900131,-0.0785,-0.0129,0.0087,0.0057,-0.0328
19900228,0.0111,0.0103,0.0061,0.0057,-0.0053
19900330,0.0183,0.0152,-0.029,0.0064,0.0165
19900430,-0.0336,-0.005,-0.0255,0.0069,0.024
19900531,0.0842,-0.0257,-0.0374,0.0068,0.0305
19900629,-0.0109,0.0143,-0.0194,0.0063,0.0243
19900731,-0.019,-0.0321,-0.0001,0.0068,0.0593
19900831,-0.1015,-0.0358,0.0158,0.0066,0.0178
19900928,-0.0612,-0.0367,0.0073,0.006,0.0553
19901031,-0.0192,-0.0551,0.0022,0.0068,0.0673
19901130,0.0635,0.0033,-0.0316,0.0057,-0.0562
19901231,0.0246,0.0079,-0.0154,0.006,0.0016
19910131,0.0469,0.0379,-0.0184,0.0052,-0.0653
19910228,0.0719,0.0395,-0.0054,0.0048,-0.0473
19910328,0.0265,0.0389,-0.0123,0.0044,0.0283
19910430,-0.0028,0.005,0.0142,0.0053,-0.024
19910531,0.0365,-0.0034,-0.0057,0.0047,-0.001
19910628,-0.0494,0.0007,0.0121,0.0042,0.0046
19910731,0.0424,-0.0093,-0.0125,0.0049,0.0431
19910830,0.0232,0.0159,-0.0078,0.0046,0.0163
19910930,-0.0159,0.0163,-0.01,0.0046,0.0173
19911031,0.0129,0.009,-0.0043,0.0042,0.0323
19911129,-0.0419,-0.0048,-0.0193,0.0039,0.0126
19911231,0.1084,-0.0224,-0.0403,0.0038,0.083
19920131,-0.0059,0.0847,0.0451,0.0034,-0.0251
19920228,0.0109,0.0088,0.0637,0.0028,-0.0058
19920331,-0.0266,-0.0103,0.0365,0.0034,-0.0036
19920430,0.0107,-0.0612,0.0431,0.0032,-0.026
19920529,0.003,0.0039,0.0128,0.0028,0.0013
19920630,-0.0234,-0.0309,0.034,0.0032,-0.0061
19920731,0.0377,-0.0044,-0.0053,0.0031,0.0144
19920831,-0.0238,-0.0012,-0.0103,0.0026,-0.0051
19920930,0.0119,0.0056,-0.0021,0.0026,0.0143
19921030,0.0102,0.0205,-0.021,0.0023,0.0271
19921130,0.0413,0.037,-0.0148,0.0023,-0.0034
19921231,0.0153,0.0164,0.0252,0.0028,0.0444
19930129,0.0093,0.0203,0.0587,0.0023,0.0483
19930226,0.0012,-0.0343,0.0642,0.0022,0.031
19930331,0.023,0.0023,0.0122,0.0025,0.0374
19930430,-0.0305,-0.007,0.0261,0.0024,0.0033
19930528,0.0289,0.0196,-0.0341,0.0022,0.003
19930630,0.0031,-0.0031,0.0262,0.0025,0.0458
19930730,-0.0034,0.0093,0.0325,0.0024,0.0325
19930831,0.0371,0.0031,-0.0045,0.0025,0.0258
19930930,-0.0012,0.0311,-0.0044,0.0026,0.0341
19931029,0.0141,0.0145,-0.0154,0.0022,-0.0267
19931130,-0.0189,-0.0142,-0.0027,0.0025,-0.0471
19931231,0.0165,0.0122,0.0057,0.0023,0.0228
19940131,0.0287,0.0015,0.0209,0.0025,0.0002
19940228,-0.0255,0.0273,-0.0145,0.0021,-0.0029
19940331,-0.0478,-0.0098,0.0129,0.0027,-0.0133
19940429,0.0068,-0.0092,0.0168,0.0027,0.0041
19940531,0.0058,-0.0201,0.002,0.0031,-0.0215
19940630,-0.0303,-0.0045,0.0169,0.0031,-0.0082
19940729,0.0282,-0.0172,0.0062,0.0028,0.0019
19940831,0.0401,0.0134,-0.0281,0.0037,0.0156
19940930,-0.0231,0.0283,-0.0191,0.0037,0.0132
19941031,0.0134,-0.0235,-0.0174,0.0038,0.0143
19941130,-0.0404,0.0026,-0.0094,0.0037,-0.002
19941230,0.0086,0.0004,0.0054,0.0044,0.035
19950131,0.018,-0.0265,0.0081,0.0042,-0.0182
19950228,0.0363,-0.0067,0.0109,0.004,-0.0036
19950331,0.0219,-0.0069,-0.011,0.0046,0.0039
19950428,0.0211,-0.0063,0.0227,0.0044,0.018
19950531,0.029,-0.0221,0.0172,0.0054,-0.0044
19950630,0.0272,0.0293,-0.0228,0.0047,0.029
19950731,0.0372,0.0209,-0.0167,0.0045,0.0253
19950831,0.0055,0.0159,0.0271,0.0047,0.0009
19950929,0.0335,-0.0211,-0.0075,0.0043,0.0271
19951031,-0.0152,-0.0375,-0.0074,0.0047,0.0411
19951130,0.0396,-0.0117,0.0095,0.0042,-0.0064
19951229,0.0103,0.0058,0.0087,0.0049,0.0254
19960131,0.0226,-0.0262,0.003,0.0043,0.0056
19960229,0.0133,0.0188,-0.0142,0.0039,0.0057
19960329,0.0073,0.0131,0.0101,0.0039,-0.0187
19960430,0.0206,0.0491,-0.0391,0.0046,-0.0091
19960531,0.0236,0.0305,-0.012,0.0042,0.0155
19960628,-0.0114,-0.0358,0.0156,0.004,0.0101
19960731,-0.0597,-0.0384,0.0445,0.0045,-0.0011
19960830,0.0277,0.023,-0.0046,0.0041,-0.0005
19960930,0.0501,-0.0088,-0.0315,0.0044,0.027
19961031,0.0086,-0.0444,0.0512,0.0042,0.0391
19961129,0.0625,-0.0389,0.0116,0.0041,-0.0223
19961231,-0.017,0.032,0.0089,0.0046,0.0061
19970131,0.0498,-0.0184,-0.0165,0.0045,0.0195
19970228,-0.0049,-0.029,0.052,0.0039,-0.0205
19970331,-0.0502,-0.0038,0.0381,0.0043,0.0096
19970430,0.0404,-0.0565,-0.0007,0.0043,0.0492
19970530,0.0674,0.0489,-0.0387,0.0049,-0.0516
19970630,0.041,0.0133,0.0123,0.0037,0.0262
19970731,0.0733,-0.028,0.0082,0.0043,0.0381
19970829,-0.0415,0.0731,0.0138,0.0041,-0.0255
19970930,0.0535,0.0261,0.0001,0.0044,0.0145
19971031,-0.038,-0.0068,0.0195,0.0042,-0.0038
19971128,0.0298,-0.0495,0.0079,0.0039,0.0029
19971231,0.0132,-0.0235,0.0345,0.0048,0.0395
19980130,0.0015,-0.0116,-0.0145,0.0043,0.0011
19980227,0.0704,0,-0.0013,0.0039,-0.0115
19980331,0.0476,-0.0093,0.0105,0.0039,0.0215
19980430,0.0073,0.002,0.0074,0.0043,0.0078
19980529,-0.0307,-0.0374,0.0416,0.004,0.0188
19980630,0.0318,-0.0316,-0.0233,0.0041,0.0726
19980731,-0.0246,-0.0512,-0.0096,0.004,0.0368
19980831,-0.1608,-0.0531,0.034,0.0043,0.0188
19980930,0.0615,-0.0014,-0.0331,0.0046,-0.0071
19981030,0.0713,-0.0329,-0.0221,0.0032,-0.0536
19981130,0.061,0.0107,-0.0315,0.0031,0.0116
19981231,0.0616,-0.0035,-0.0446,0.0038,0.0899
19990129,0.035,0.0037,-0.0403,0.0035,0.0304
19990226,-0.0408,-0.0567,0.014,0.0035,-0.0016
19990331,0.0345,-0.0393,-0.0265,0.0043,-0.0129
19990430,0.0433,0.04,0.0253,0.0037,-0.0906
19990528,-0.0246,0.0342,0.024,0.0034,-0.0528
19990630,0.0477,0.0305,-0.036,0.004,0.0488
19990730,-0.0349,0.0267,-0.0076,0.0038,0.0151
19990831,-0.0138,-0.0127,-0.0131,0.0039,0.0292
19990930,-0.0279,0.0333,-0.034,0.0039,0.0646
19991029,0.0612,-0.0695,-0.0288,0.0039,0.0547
19991130,0.0337,0.0737,-0.0651,0.0036,0.0562
19991231,0.0772,0.0712,-0.0874,0.0044,0.1319
20000131,-0.0474,0.0495,-0.0029,0.0041,0.0186
20000229,0.0245,0.217,-0.0993,0.0043,0.1836
20000331,0.052,-0.1686,0.0738,0.0047,-0.0639
20000428,-0.064,-0.0773,0.0861,0.0046,-0.0858
20000531,-0.0442,-0.0511,0.0256,0.005,-0.0908
20000630,0.0464,0.1385,-0.0986,0.004,0.1659
20000731,-0.0251,-0.0276,0.0806,0.0048,-0.0011
20000831,0.0703,-0.0115,-0.0066,0.005,0.057
20000929,-0.0545,-0.0132,0.0613,0.0051,0.022
20001031,-0.0276,-0.038,0.0564,0.0056,-0.0463
20001130,-0.1072,-0.0277,0.1126,0.0051,-0.024
20001229,0.0119,0.0096,0.0737,0.005,0.067
20010131,0.0313,0.0654,-0.0486,0.0054,-0.2505
20010228,-0.1005,-0.0072,0.1287,0.0038,0.1251
20010330,-0.0726,0.0034,0.0646,0.0042,0.0835
20010430,0.0794,0.0054,-0.0472,0.0039,-0.0797
20010531,0.0072,0.0259,0.0318,0.0032,0.0212
20010629,-0.0194,0.0603,-0.0103,0.0028,0.0034
20010731,-0.0213,-0.0435,0.0557,0.003,0.0547
20010831,-0.0646,0.025,0.0251,0.0031,0.0554
20010928,-0.0925,-0.0612,0.016,0.0028,0.1154
20011031,0.0246,0.0763,-0.081,0.0022,-0.0841
20011130,0.0754,-0.0041,0.0201,0.0017,-0.0858
20011231,0.0161,0.0457,0.011,0.0015,-0.0002
20020131,-0.0144,0.0119,0.0333,0.0014,0.0368
20020228,-0.0229,-0.011,0.025,0.0013,0.0676
20020328,0.0424,0.0423,0.011,0.0013,-0.0166
20020430,-0.052,0.0594,0.0392,0.0015,0.0795
20020531,-0.0138,-0.0321,0.0168,0.0014,0.0297
20020628,-0.0721,0.0427,0.0012,0.0013,0.0615
20020731,-0.0818,-0.053,-0.0344,0.0015,0.0334
20020830,0.005,-0.0244,0.0252,0.0014,0.0176
20020930,-0.1035,0.0257,0.0132,0.0014,0.0909
20021031,0.0784,-0.0291,-0.0545,0.0014,-0.053
20021129,0.0596,0.0284,-0.0112,0.0012,-0.1617
20021231,-0.0576,0.0001,0.0223,0.0011,0.0964
20030131,-0.0257,0.0139,-0.0093,0.001,0.0161
20030228,-0.0188,-0.0034,-0.0145,0.0009,0.0125
20030331,0.0109,0.0089,-0.0208,0.001,0.0161
20030430,0.0822,0.0056,0.0103,0.001,-0.0946
20030530,0.0605,0.0469,-0.0029,0.0009,-0.1077
20030630,0.0142,0.0167,0.0068,0.001,-0.0106
20030731,0.0235,0.0524,-0.0113,0.0007,-0.0031
20030829,0.0234,0.026,0.0203,0.0007,-0.0056
20030930,-0.0124,0.008,0.0001,0.0008,-0.0019
20031031,0.0608,0.0268,0.0177,0.0007,0.0373
20031128,0.0135,0.0202,0.0185,0.0007,0.0162
20031231,0.0429,-0.03,0.0241,0.0008,-0.0571
20040130,0.0215,0.028,0.0197,0.0007,0.026
20040227,0.014,-0.0143,0.005,0.0006,-0.011
20040331,-0.0132,0.0175,0.0022,0.0009,0.0021
20040430,-0.0183,-0.0206,-0.0262,0.0008,-0.0539
20040528,0.0117,-0.0021,-0.0039,0.0006,0.016
20040630,0.0186,0.0226,0.0139,0.0008,0.021
20040730,-0.0406,-0.0381,0.0412,0.001,-0.0229
20040831,0.0008,-0.0162,0.0102,0.0011,-0.0155
20040930,0.016,0.0304,-0.0025,0.0011,0.0525
20041029,0.0143,0.0031,-0.0062,0.0011,-0.0152
20041130,0.0454,0.0391,0.018,0.0015,0.0323
20041231,0.0343,0.0012,-0.0007,0.0016,-0.0284
20050131,-0.0276,-0.0151,0.0196,0.0016,0.032
20050228,0.0189,-0.0051,0.0164,0.0016,0.0316
20050331,-0.0197,-0.0138,0.0159,0.0021,0.0054
20050429,-0.0261,-0.0398,-0.0035,0.0021,-0.0087
20050531,0.0365,0.0288,-0.0081,0.0024,0.0044
20050630,0.0057,0.0262,0.0263,0.0023,0.0205
20050729,0.0392,0.0293,-0.0051,0.0024,-0.0001
20050831,-0.0122,-0.0092,0.0127,0.003,0.0227
20050930,0.0049,-0.0058,0.0076,0.0029,0.0346
20051031,-0.0202,-0.0121,0.0023,0.0027,-0.0129
20051130,0.0361,0.0091,-0.0119,0.0031,0.0025
20051230,-0.0025,-0.0045,0.0044,0.0032,0.0077
20060131,0.0304,0.0541,0.0112,0.0035,0.0268
20060228,-0.003,-0.0037,-0.0025,0.0034,-0.0184
20060331,0.0146,0.0355,0.006,0.0037,0.0126
20060428,0.0073,-0.0134,0.026,0.0036,0.0061
20060531,-0.0357,-0.0304,0.0255,0.0043,-0.0365
20060630,-0.0035,-0.0035,0.0088,0.004,0.0148
20060731,-0.0078,-0.0407,0.0294,0.004,-0.0222
20060831,0.0203,0.009,-0.0171,0.0042,-0.0346
20060929,0.0184,-0.0137,0.0005,0.0041,-0.0094
20061031,0.0323,0.0172,-0.0004,0.0041,-0.0023
20061130,0.0171,0.0086,0.0007,0.0042,-0.0101
20061229,0.0087,-0.011,0.0315,0.004,0.0084
20070131,0.014,0.0011,-0.0011,0.0044,0.0021
20070228,-0.0196,0.0132,-0.0009,0.0038,-0.0135
20070330,0.0068,-0.0005,-0.0022,0.0043,0.0249
20070430,0.0349,-0.0207,-0.0115,0.0044,-0.0016
20070531,0.0324,0.0002,-0.0004,0.0041,-0.0027
20070629,-0.0196,0.0078,-0.0112,0.004,0.0037
20070731,-0.0373,-0.0251,-0.0333,0.004,0.028
20070831,0.0092,-0.0013,-0.0224,0.0042,0.0011
20070928,0.0322,-0.0229,-0.0186,0.0032,0.0459
20071031,0.018,0.0022,-0.026,0.0032,0.0496
20071130,-0.0483,-0.0262,-0.0118,0.0034,0.0093
20071231,-0.0087,0.002,-0.0051,0.0027,0.0652
20080131,-0.0636,-0.009,0.0365,0.0021,-0.0789
20080229,-0.0309,-0.0024,-0.0094,0.0013,0.0611
20080331,-0.0093,0.0095,-0.0014,0.0017,0.041
20080430,0.046,-0.0164,-0.0095,0.0018,-0.002
20080530,0.0186,0.0322,-0.0138,0.0018,0.0321
20080630,-0.0844,0.0128,-0.0242,0.0017,0.1253
20080731,-0.0077,0.0245,0.0588,0.0015,-0.0514
20080829,0.0153,0.0361,0.0152,0.0013,-0.0404
20080930,-0.0924,-0.0116,0.0633,0.0015,0.0035
20081031,-0.1723,-0.0232,-0.0289,0.0008,0.0779
20081128,-0.0786,-0.0296,-0.0602,0.0003,0.071
20081231,0.0174,0.0361,-0.0025,0,-0.0508
20090130,-0.0812,0.0008,-0.1118,0,-0.0184
20090227,-0.101,0.0022,-0.0727,0.0001,0.0416
20090331,0.0895,-0.0008,0.0356,0.0002,-0.1138
20090430,0.1019,0.0477,0.0553,0.0001,-0.3439
20090529,0.0521,-0.0234,-0.0023,0,-0.1244
20090630,0.0043,0.0262,-0.0272,0.0001,0.0529
20090731,0.0772,0.0207,0.0528,0.0001,-0.0536
20090831,0.0333,-0.009,0.0775,0.0001,-0.0884
20090930,0.0408,0.0246,0.0093,0.0001,-0.0493
20091030,-0.0259,-0.0423,-0.0418,0,0.0266
20091130,0.0556,-0.025,-0.0017,0,0.0029
20091231,0.0275,0.061,0,0.0001,0.0291
20100129,-0.0336,0.0038,0.003,0,-0.0538
20100226,0.034,0.0121,0.0316,0,0.036
20100331,0.0631,0.0143,0.0211,0.0001,0.0366
20100430,0.02,0.0497,0.0281,0.0001,0.0322
20100528,-0.0789,0.0005,-0.0238,0.0001,-0.0013
20100630,-0.0556,-0.0197,-0.045,0.0001,-0.03
20100730,0.0693,0.0017,-0.0026,0.0001,0.0188
20100831,-0.0477,-0.03,-0.0195,0.0001,-0.0019
20100930,0.0954,0.0392,-0.0313,0.0001,0.0135
20101029,0.0388,0.0113,-0.026,0.0001,0.0164
20101130,0.006,0.037,-0.009,0.0001,0.0254
20101231,0.0682,0.0069,0.0382,0.0001,-0.0319
20110131,0.0199,-0.0247,0.0082,0.0001,-0.0032
20110228,0.0349,0.0153,0.011,0.0001,0.0203
20110331,0.0045,0.026,-0.0158,0.0001,0.0351
20110429,0.029,-0.0034,-0.0252,0,0.0006
20110531,-0.0127,-0.007,-0.0208,0,-0.0058
20110630,-0.0175,-0.0016,-0.0032,0,0.0177
20110729,-0.0236,-0.0135,-0.0121,0,0.0002
20110831,-0.0599,-0.0305,-0.0248,0.0001,-0.0033
20110930,-0.0759,-0.0353,-0.0141,0,-0.0257
20111031,0.1135,0.0342,-0.0018,0,-0.0142
20111130,-0.0028,-0.0017,-0.0034,0,0.0398
20111230,0.0074,-0.007,0.0177,0,0.0195
20120131,0.0505,0.0215,-0.0113,0,-0.0796
20120229,0.0442,-0.0175,0.0008,0,-0.0028
20120330,0.0311,-0.0062,0.0092,0,0.0149
20120430,-0.0085,-0.0052,-0.0048,0,0.0384
20120531,-0.0619,0,-0.0059,0.0001,0.0659
20120629,0.0389,0.0076,0.0044,0,-0.0072
20120731,0.0079,-0.0261,-0.0027,0,0.0316
20120831,0.0255,0.004,0.0131,0.0001,-0.0248
20120928,0.0273,0.0049,0.0153,0.0001,-0.0104
20121031,-0.0176,-0.0115,0.0379,0.0001,0.001
20121130,0.0078,0.0059,-0.0097,0.0001,0.0034
20121231,0.0118,0.0148,0.0358,0.0001,-0.0297
20130131,0.0557,0.0039,0.0095,0,-0.0186
20130228,0.0129,-0.0045,0.0003,0,0.0132
20130328,0.0403,0.0081,-0.003,0,0.0197
20130430,0.0155,-0.0242,0.0062,0,0.0027
20130531,0.028,0.0166,0.026,0,-0.0178
20130628,-0.012,0.0117,-0.0017,0,0.0059
20130731,0.0565,0.0186,0.0056,0,0.0175
20130830,-0.0271,0.0031,-0.0278,0,0.0005
20130930,0.0377,0.0292,-0.0119,0,0.0296
20131031,0.0418,-0.0151,0.0114,0,0.0015
20131129,0.0312,0.0122,0.0024,0,0.004
20131231,0.0281,-0.005,-0.0031,0,0.0004
20140131,-0.0332,0.0085,-0.0209,0,0.017
20140228,0.0465,0.0034,-0.004,0,0.0207
20140331,0.0043,-0.0189,0.0509,0,-0.0334
20140430,-0.0019,-0.0424,0.0114,0,-0.0386
20140530,0.0206,-0.0186,-0.0027,0,0.0115
20140630,0.0261,0.0308,-0.0074,0,0.0067
20140731,-0.0204,-0.0425,0.0001,0,-0.0025
20140829,0.0424,0.0036,-0.0059,0,0.008
20140930,-0.0197,-0.0383,-0.0123,0,0.0052
20141031,0.0252,0.0421,-0.017,0,0
20141128,0.0255,-0.0209,-0.03,0,0.0106
20141231,-0.0006,0.0255,0.0206,0,0.0109
20150130,-0.0311,-0.0056,-0.0348,0,0.0384
20150227,0.0613,0.0049,-0.0181,0,-0.0283
20150331,-0.0112,0.0303,-0.0046,0,0.0302
20150430,0.0059,-0.0298,0.0185,0,-0.0739
20150529,0.0136,0.0087,-0.0137,0,0.0601
20150630,-0.0153,0.0283,-0.0079,0,0.0303
20150731,0.0154,-0.0415,-0.0412,0,0.1033
20150831,-0.0604,0.0049,0.0266,0,-0.0212
20150930,-0.0308,-0.0264,0.0053,0,0.0533
20151030,0.0775,-0.0197,-0.0007,0,-0.0404
20151130,0.0056,0.0364,-0.0051,0,0.0232
20151231,-0.0217,-0.0283,-0.0259,0.0001,0.0345
20160129,-0.0577,-0.0335,0.0208,0.0001,0.0133
20160229,-0.0007,0.0079,-0.005,0.0002,-0.0411
20160331,0.0696,0.0087,0.0116,0.0002,-0.0513
20160429,0.0092,0.0069,0.0326,0.0001,-0.0627
20160531,0.0178,-0.0027,-0.0181,0.0001,0.0192
20160630,-0.0005,0.0065,-0.0147,0.0002,0.0422
20160729,0.0395,0.0264,-0.0111,0.0002,-0.0299
20160831,0.005,0.0116,0.0334,0.0002,-0.0312
20160930,0.0025,0.0202,-0.0149,0.0002,-0.0058
20161031,-0.0202,-0.0439,0.0416,0.0002,0.0065
20161130,0.0486,0.0547,0.0829,0.0001,-0.0415
20161230,0.0182,0.001,0.0358,0.0003,-0.0042
20170131,0.0194,-0.0104,-0.0278,0.0004,-0.0094
20170228,0.0357,-0.0202,-0.0179,0.0004,-0.0165
20170331,0.0017,0.012,-0.0317,0.0003,-0.0092
20170428,0.0109,0.0071,-0.0187,0.0005,0.0055
20170531,0.0106,-0.0254,-0.0378,0.0006,0.0145
20170630,0.0078,0.0217,0.0135,0.0006,-0.0026
20170731,0.0187,-0.0141,-0.0029,0.0007,0.0163
20170831,0.0016,-0.0167,-0.0224,0.0009,0.0352
20170929,0.0251,0.0455,0.0303,0.0009,-0.0117
20171031,0.0225,-0.0194,-0.0005,0.0009,0.043
20171130,0.0312,-0.0065,-0.0004,0.0008,-0.0073
20171229,0.0106,-0.0128,0.0014,0.0009,-0.0165
20180131,0.0558,-0.0303,-0.0137,0.0011,0.0393
20180228,-0.0365,0.0026,-0.0119,0.0011,0.0396
20180329,-0.0235,0.0395,-0.0012,0.0012,-0.0124
20180430,0.0029,0.0112,0.0054,0.0014,0.002
20180531,0.0265,0.0523,-0.0316,0.0014,0.0381
20180629,0.0048,0.0118,-0.0238,0.0014,-0.0239
20180731,0.0319,-0.0218,0.004,0.0016,-0.0158
20180831,0.0344,0.0115,-0.0408,0.0016,0.0531
20180928,0.0006,-0.0237,-0.013,0.0015,-0.0007
20181031,-0.0768,-0.0476,0.0344,0.0019,-0.0182
20181130,0.0169,-0.0079,0.0025,0.0018,-0.0142
20181231,-0.0955,-0.0263,-0.0147,0.0019,0.0184
20190131,0.0841,0.0301,-0.0062,0.0021,-0.0868
20190228,0.034,0.0206,-0.0284,0.0018,0.0079
20190329,0.011,-0.0313,-0.0407,0.0019,0.0218
20190430,0.0396,-0.0168,0.0193,0.0021,-0.0261
20190531,-0.0694,-0.012,-0.0239,0.0021,0.0761
20190628,0.0693,0.0033,-0.0108,0.0018,-0.0223
20190731,0.0119,-0.0207,0.0014,0.0019,0.0268
20190830,-0.0258,-0.0241,-0.0499,0.0016,0.076
20190930,0.0144,-0.009,0.0671,0.0018,-0.0685
20191031,0.0206,0.0025,-0.0207,0.0015,0.0024
20191129,0.0387,0.0087,-0.0186,0.0012,-0.0262
20191231,0.0277,0.0069,0.0182,0.0014,-0.0218